year,problem,paper,evidence_type,section,category,page,line,confidence,model_chain,writing_feature,source_text,snippet,original_position
2020,A,A212,section_heading,模型建立,模型建立,1,8,0.926378,守恒@p1 -> 微分方程@p1 -> 多目标@p1 -> 模拟退火@p1 -> 线性规划@p1 -> 非线性规划@p1,连接词=首先:7、进一步:2、由此:1、说明:2、为了:2、从而:8、因此:3；页行中位数=48.5；段落候选中位数=6.0；图表候选=14；公式行候选=286；标题候选=50,量影响尤其重要。本文从物理机理方面入手建立模型，分析了电路板在回焊炉中的温度,回焊炉通过设置各个温区的温度，加热集成电路板，能够将电子元件自动焊接到板 / 子上，在表面贴装工艺技术中起到关键作用。回焊中的焊接区域中心温度变化对产品质 / 量影响尤其重要。本文从物理机理方面入手建立模型，分析了电路板在回焊炉中的温度 / 变化过程，对回焊炉温曲线的优化与控制进行了研究。 / 生在线,2020/A212.pdf#page=1:line=8
2020,A,A212,section_heading,模型求解,模型求解,3,20,0.917038,守恒@p1 -> 微分方程@p1 -> 多目标@p1 -> 模拟退火@p1 -> 线性规划@p1 -> 非线性规划@p1,连接词=首先:7、进一步:2、由此:1、说明:2、为了:2、从而:8、因此:3；页行中位数=48.5；段落候选中位数=6.0；图表候选=14；公式行候选=286；标题候选=50,知的参数。求解过程中发现降温过程中降温速率变化与理论不相符，得出回流区高温可,冷却模型进行处理，列出常微分方程之后进行离散化处理得到差分方程，从而可以得到 / 冷却时焊接区域中心温度的大致变化情况。 / 知的参数。求解过程中发现降温过程中降温速率变化与理论不相符，得出回流区高温可 / 能影响到冷却区的边界附近的温度，在模型中对其进行考虑：发现恒定的热时间常数使 / 得峰值温度无法到达要求范围，了解到热时间常数随温度升高而降低，在模型中考虑不,2020/A212.pdf#page=3:line=20
2020,A,A212,section_heading,结果分析,结果分析,14,10,0.925782,守恒@p1 -> 微分方程@p1 -> 多目标@p1 -> 模拟退火@p1 -> 线性规划@p1 -> 非线性规划@p1,连接词=首先:7、进一步:2、由此:1、说明:2、为了:2、从而:8、因此:3；页行中位数=48.5；段落候选中位数=6.0；图表候选=14；公式行候选=286；标题候选=50,表 2、 模 拟 退 火 求解 结果 表,"FEIKARA 8300 次 后 优化 目标 已 经 达到 比较 好 的 结果 。 此 时 的 炉 温 曲线 超过 217°C BE / 值 温度 履 盖 面 积 达到 了 最 小 值 。 各 参 变量 的 结果 如 表 2 所 示 。 / 表 2、 模 拟 退 火 求解 结果 表 / Fr rye T,/°C ace v/C 面积 S / 184. 2181 189. 8133 227. 5226 264. 0700 90. 0982 406. 2318",2020/A212.pdf#page=14:line=10
2020,A,A212,section_heading,模型评价,模型评价,1,43,0.949873,守恒@p1 -> 微分方程@p1 -> 多目标@p1 -> 模拟退火@p1 -> 线性规划@p1 -> 非线性规划@p1,连接词=首先:7、进一步:2、由此:1、说明:2、为了:2、从而:8、因此:3；页行中位数=48.5；段落候选中位数=6.0；图表候选=14；公式行候选=286；标题候选=50,最后对模型优缺点进行了分析总结，并对存在的缺点提出了改进方案设想，还提出,称性指标值为21.6865，此时画出的炉温曲线在217℃以上部分近似对称，温度上升斜 / 率和下降斜率略有区别。 / 最后对模型优缺点进行了分析总结，并对存在的缺点提出了改进方案设想，还提出 / 了推广的方向。 / 关键词传热模型炉温曲线多重搜索算法模拟退火算法多目标优化,2020/A212.pdf#page=1:line=43
2020,A,A212,section_heading,改进方案,改进方案,1,43,0.949873,守恒@p1 -> 微分方程@p1 -> 多目标@p1 -> 模拟退火@p1 -> 线性规划@p1 -> 非线性规划@p1,连接词=首先:7、进一步:2、由此:1、说明:2、为了:2、从而:8、因此:3；页行中位数=48.5；段落候选中位数=6.0；图表候选=14；公式行候选=286；标题候选=50,最后对模型优缺点进行了分析总结，并对存在的缺点提出了改进方案设想，还提出,称性指标值为21.6865，此时画出的炉温曲线在217℃以上部分近似对称，温度上升斜 / 率和下降斜率略有区别。 / 最后对模型优缺点进行了分析总结，并对存在的缺点提出了改进方案设想，还提出 / 了推广的方向。 / 关键词传热模型炉温曲线多重搜索算法模拟退火算法多目标优化,2020/A212.pdf#page=1:line=43
2020,A,A212,section_heading,参考文献,参考文献,17,29,0.84485,守恒@p1 -> 微分方程@p1 -> 多目标@p1 -> 模拟退火@p1 -> 线性规划@p1 -> 非线性规划@p1,连接词=首先:7、进一步:2、由此:1、说明:2、为了:2、从而:8、因此:3；页行中位数=48.5；段落候选中位数=6.0；图表候选=14；公式行候选=286；标题候选=50,十、参考文献,"速度等，能够更好地满足电路板的加工要求，提高生产产品的质量，我们在本文中的研 / 究能为这种技术的理论研究提供一些帮助。 / 十、参考文献 / [1]高金刚，表面贴装工艺生产线上回流焊曲线的优化与控制[D]，上海交通大学，2007. / 06 25th International Conference on Microelectronics, Belgrade, 2006, pp. 609-612, doi: 10.1",2020/A212.pdf#page=17:line=29
2020,A,A212,section_heading,附录,附录,18,4,0.655038,守恒@p1 -> 微分方程@p1 -> 多目标@p1 -> 模拟退火@p1 -> 线性规划@p1 -> 非线性规划@p1,连接词=首先:7、进一步:2、由此:1、说明:2、为了:2、从而:8、因此:3；页行中位数=48.5；段落候选中位数=6.0；图表候选=14；公式行候选=286；标题候选=50,附录：,"中国大学生任药 / 中国大学生仕药 / 附录： / 问题—： / function result=F(t,v,Tl,T2,T3,T4)",2020/A212.pdf#page=18:line=4
2020,B,B078,paper_overview,,论文总览,1,1,0.774066,蒙特卡洛@p1 -> 最短路@p7 -> Floyd@p24 -> ODE@p44,连接词=首先:9、由此:2、说明:1、验证:2、相比:1、为了:1、因此:41；页行中位数=45.0；段落候选中位数=8.0；图表候选=8；公式行候选=517；标题候选=49,中国大学生在,中国大学生在 / 中国大学生在 / 中国大学生在,2020/B078.pdf#page=1:line=1
2020,B,B078,section_heading,摘要,摘要,1,5,0.665897,蒙特卡洛@p1 -> 最短路@p7 -> Floyd@p24 -> ODE@p44,连接词=首先:9、由此:2、说明:1、验证:2、相比:1、为了:1、因此:41；页行中位数=45.0；段落候选中位数=8.0；图表候选=8；公式行候选=517；标题候选=49,摘要,中国大学生在 / “穿越沙漠”游戏最佳策略模型的研究与构建 / 摘要 / “穿越沙漠”是一种小游戏，选择最佳的游戏策略，能使得参与者在到达终点时保 / 留尽可能多的资金：为帮助参与者选择最佳策略，我们使用贪心法、回溯法以求解单目,2020/B078.pdf#page=1:line=5
2020,B,B078,section_heading,问题重述,问题重述,2,1,0.931612,蒙特卡洛@p1 -> 最短路@p7 -> Floyd@p24 -> ODE@p44,连接词=首先:9、由此:2、说明:1、验证:2、相比:1、为了:1、因此:41；页行中位数=45.0；段落候选中位数=8.0；图表候选=8；公式行候选=517；标题候选=49,问题 重 述,问题 重 述 / 有 一 种 “穿越 沙漠 ”小 游戏 ， 参 与 该 游戏 的 玩家 在 获得 沙漠 地 图 ， 并 在 起 点 用 初始 / 资金 以 基准 价格 购买 好 水 和 食物 等 生活 必需 品 后 ， 从 第 1 天 开始 在 沙漠 中 行走 ， 其 目标,2020/B078.pdf#page=2:line=1
2020,B,B078,section_heading,问题分析,问题分析,2,24,0.924436,蒙特卡洛@p1 -> 最短路@p7 -> Floyd@p24 -> ODE@p44,连接词=首先:9、由此:2、说明:1、验证:2、相比:1、为了:1、因此:41；页行中位数=45.0；段落候选中位数=8.0；图表候选=8；公式行候选=517；标题候选=49,二 、 问 题 分 析,"4. 在 前 一 题 的 条 件 下 , 若 玩家 只 知道 当天 的 天 气 状况 以 及 其 他 玩家 当天 的 行动 方案 / 和 剩余 资源 量 ， 给 出 最 优 策 略 并 对 第 六 关 进 行 讨 论 。 / 二 、 问 题 分 析 / 2.1 问题 一 的 分 析 / 问题 一 要 求 我 们 在 只 有 一 名 玩家 ， 且 他 知道 游戏 过 程 中 每 天 的 天 气 状 况 的 情形 下 ，",2020/B078.pdf#page=2:line=24
2020,B,B078,section_heading,模型假设,模型假设,3,14,0.926501,蒙特卡洛@p1 -> 最短路@p7 -> Floyd@p24 -> ODE@p44,连接词=首先:9、由此:2、说明:1、验证:2、相比:1、为了:1、因此:41；页行中位数=45.0；段落候选中位数=8.0；图表候选=8；公式行候选=517；标题候选=49,三 、 模 型 假设,下 面 为 我 们 进行 问题 解决 的 思维 导 图 。 / 图 2.4.1: 问题 解决 思维 导 图 / 三 、 模 型 假设 / 1. 假设 沙漠 中 各 天 的 天 气相 互 独立 。 / 2. 假设 游戏 参与 者 是 完全 理性 的 。,2020/B078.pdf#page=3:line=14
2020,B,B078,section_heading,符号说明,符号说明,3,18,0.930218,蒙特卡洛@p1 -> 最短路@p7 -> Floyd@p24 -> ODE@p44,连接词=首先:9、由此:2、说明:1、验证:2、相比:1、为了:1、因此:41；页行中位数=45.0；段落候选中位数=8.0；图表候选=8；公式行候选=517；标题候选=49,四 、 符 号 说 明,"2. 假设 游戏 参与 者 是 完全 理性 的 。 / 3. 假设 沙漠 中 天 气 不 存在 突变 。 / 四 、 符 号 说 明 / 关键 符号 符号 说 明 关键 符号 符号 说 明 / 多 到 达 终 点 的 实际 天 数 B, (t) 第 ! 天 水 的 基础 消耗 量",2020/B078.pdf#page=3:line=18
2020,B,B078,section_heading,模型建立,模型建立,4,4,0.896863,蒙特卡洛@p1 -> 最短路@p7 -> Floyd@p24 -> ODE@p44,连接词=首先:9、由此:2、说明:1、验证:2、相比:1、为了:1、因此:41；页行中位数=45.0；段落候选中位数=8.0；图表候选=8；公式行候选=517；标题候选=49,五、模型的建立与求解,中国大学生仕 / 中国大学生在 / 五、模型的建立与求解 / 5.1问题一：已知天气情况时一名玩家的最佳策略模型的建立与求解 / 为求解一名玩家在已知天气情况下的最佳策略，我们首先根据游戏规则列出了每天,2020/B078.pdf#page=4:line=4
2020,B,B078,section_heading,模型求解,模型求解,3,5,0.95692,蒙特卡洛@p1 -> 最短路@p7 -> Floyd@p24 -> ODE@p44,连接词=首先:9、由此:2、说明:1、验证:2、相比:1、为了:1、因此:41；页行中位数=45.0；段落候选中位数=8.0；图表候选=8；公式行候选=517；标题候选=49,"给 出 效用 期 望 ; 然后 就 可 以 给 出 一 般 情况 下 模型 的 求解 方法 , 并 对 本 题 的 情况 进行 求解 。","五 关 进行 讨论 ， 由 于 此 问题 中 有 多 名 玩家 ， 一 名 玩家 的 决策 方案 会 与 别 的 玩家 有 关联 ， / 因此 我 们 需要 参考 博弈 论 的 有 关 资 料 ， 根 据 题 意 构建 支付 矩阵 ， 并 在 两 名 玩家 的 条 件 下 / 给 出 效用 期 望 ; 然后 就 可 以 给 出 一 般 情况 下 模型 的 求解 方法 , 并 对 本 题 的 情况 进行 求解 。 / 2.4 ”问题 三 第 二 部 分 的 分 析 / 问题 三 第 二 部 分 将 上 一 部 分 中 部 分 条 件 更 变 为 只 知道 当天 的 天 气 状况 以 及 其 他 玩",2020/B078.pdf#page=3:line=5
2020,B,B078,section_heading,结果分析,结果分析,9,16,0.946713,蒙特卡洛@p1 -> 最短路@p7 -> Floyd@p24 -> ODE@p44,连接词=首先:9、由此:2、说明:1、验证:2、相比:1、为了:1、因此:41；页行中位数=45.0；段落候选中位数=8.0；图表候选=8；公式行候选=517；标题候选=49,5.1. 3， 已 知 天 气 情况 时 一 名 玩家 的 最 佳 策略 模型 的 结果 分 析,种 情况 使 用 类 似 Step 6 的 方法 进行 处 理 ， 后 一 种 要 加 上 挖 矿 的 收益 。 / Step 8: 一 次 遍历 后 ， 转 Step 3， 以 输出 结果 或 进行 下 一 次 遍历 。 / 5.1. 3， 已 知 天 气 情况 时 一 名 玩家 的 最 佳 策略 模型 的 结果 分 析 / 多 。 第 一 关 的 结果 分 析 / 在 对 求解 不 控 矿 的 贪心 算法 进行 分 析 的 过 程 中 ， [xX cary,2020/B078.pdf#page=9:line=16
2020,B,B078,section_heading,灵敏度分析,灵敏度分析,1,18,0.935804,蒙特卡洛@p1 -> 最短路@p7 -> Floyd@p24 -> ODE@p44,连接词=首先:9、由此:2、说明:1、验证:2、相比:1、为了:1、因此:41；页行中位数=45.0；段落候选中位数=8.0；图表候选=8；公式行候选=517；标题候选=49,元，并将相应结果填入了Result.xlsx文件；随后，我们对该模型进行了灵敏度分析。,模型，并对参与者挖矿和不挖矿的情况分别使用贪心法和回溯法，使用Matlab和C++ / 编程求解，最终得到：在最佳策略下，第一关、第二关的剩余资金分别为10470、12730 / 元，并将相应结果填入了Result.xlsx文件；随后，我们对该模型进行了灵敏度分析。 / 问题二中，考虑到参与者的决策关键为资金的数学期望，因此我们在给出晴朗、高 / 温、沙暴这三种天气的概率的基础之上，得到了每天行走所耗资源对应的金额的期望、,2020/B078.pdf#page=1:line=18
2020,B,B078,section_heading,模型评价,模型评价,21,13,0.962502,蒙特卡洛@p1 -> 最短路@p7 -> Floyd@p24 -> ODE@p44,连接词=首先:9、由此:2、说明:1、验证:2、相比:1、为了:1、因此:41；页行中位数=45.0；段落候选中位数=8.0；图表候选=8；公式行候选=517；标题候选=49,六 、 模 型 的 评价 与 推广,也 会 增加 ， 所 以 玩家 应 选择 尽量 不 同 的 路 / 线 ， 这 与 我 们 得 到 的 路 线 是 相符 的 。 图 5.4. 1， 3 位 玩家 选择 的 路 线 / 六 、 模 型 的 评价 与 推广 / 6.1 | 模型 的 评价 / e@。 模型 的 优点,2020/B078.pdf#page=21:line=13
2020,B,B078,section_heading,改进方案,改进方案,1,40,0.872226,蒙特卡洛@p1 -> 最短路@p7 -> Floyd@p24 -> ODE@p44,连接词=首先:9、由此:2、说明:1、验证:2、相比:1、为了:1、因此:41；页行中位数=45.0；段落候选中位数=8.0；图表候选=8；公式行候选=517；标题候选=49,模型推广到其他领域。,相应的选代算法，以求解得出3位参赛者选择的路线。 / 最后，我们分析了模型的优缺点，在对缺点提出相应的改进方式的基础之上，将该 / 模型推广到其他领域。 / 关键词：最优化模型、贪心法、回溯法、决策模型、蒙特卡洛方法、博奔论 / 关注数学模型,2020/B078.pdf#page=1:line=40
2020,B,B078,section_heading,参考文献,参考文献,22,7,0.930957,蒙特卡洛@p1 -> 最短路@p7 -> Floyd@p24 -> ODE@p44,连接词=首先:9、由此:2、说明:1、验证:2、相比:1、为了:1、因此:41；页行中位数=45.0；段落候选中位数=8.0；图表候选=8；公式行候选=517；标题候选=49,七 、 参 考 文献,"弈 论 的 相关 理论 ， 该 理论 可 用 于 解决 作战 时 兵力 的 分 配 、 合 作 完成 某 项 任务 时 人 员 的 分 / 配 等 多 种 实际 问题 。 / 七 、 参 考 文献 / [1] -周志 华 . 机 器 学 习 [M]. 北京 : 清华 大 学 出 版 社 ; 2016. / [2]- 陈 慧 南 . 算法 设计 与 分 析 〈C++ 语 言 描述 ) [M]. 北京 : 电子 工业 出 版 社 , 2018.",2020/B078.pdf#page=22:line=7
2020,B,B108,paper_overview,,论文总览,1,1,0.677801,最短路@p1,连接词=首先:5、其次:1、进一步:4、由此:3、可知:2、表明:1、说明:2、验证:6、为了:7、因此:26；页行中位数=45.5；段落候选中位数=2.0；图表候选=17；公式行候选=1056；标题候选=78,国大学生仕,国大学生仕 / 中国大学生在 / 中国大学生仕统,2020/B108.pdf#page=1:line=1
2020,B,B108,section_heading,摘要,摘要,1,5,0.505109,最短路@p1,连接词=首先:5、其次:1、进一步:4、由此:3、可知:2、表明:1、说明:2、验证:6、为了:7、因此:26；页行中位数=45.5；段落候选中位数=2.0；图表候选=17；公式行候选=1056；标题候选=78,摘要,中国大学生仕统 / 基于动态规划、统计分析、静态博奔的穿越沙漠游戏策略设计 / 摘要 / 本文研究一个穿越沙漠小游戏的最佳策略问题。我们先在分析游戏机制的基础上编 / 程实现了游戏逻辑模拟，再使用了图动态规划模型得到前两个具体关卡的最优解。再基,2020/B108.pdf#page=1:line=5
2020,B,B108,section_heading,问题重述,问题重述,2,4,0.798777,最短路@p1,连接词=首先:5、其次:1、进一步:4、由此:3、可知:2、表明:1、说明:2、验证:6、为了:7、因此:26；页行中位数=45.5；段落候选中位数=2.0；图表候选=17；公式行候选=1056；标题候选=78,一、问题重述,中国大学生仕统 / 中国大学生在 / 一、问题重述 / 1.1游戏设定 / 本题考虑一个策略选择问题。玩家在一张沙漠地图内，初始拥有一定的资金并购买,2020/B108.pdf#page=2:line=4
2020,B,B108,section_heading,符号说明,符号说明,4,4,0.682416,最短路@p1,连接词=首先:5、其次:1、进一步:4、由此:3、可知:2、表明:1、说明:2、验证:6、为了:7、因此:26；页行中位数=45.5；段落候选中位数=2.0；图表候选=17；公式行候选=1056；标题候选=78,符号说明,中国大学生在统 / 中国大学生仕药 / 符号说明 / 符号 / 意义,2020/B108.pdf#page=4:line=4
